account_id,account_name,region,service,resource_type,resource_id,owner_team,tags_present,public_exposure,encrypted,backup_enabled,utilization_pct,monthly_cost_estimate,home_region
100000000000,business-unit-01,us-east-1,EC2,aws_ec2_resource,ec2-01-0001,platform,0,0,1,1,19.12,27.5,us-east-1
100000000000,business-unit-01,ap-southeast-1,S3,aws_s3_resource,s3-01-0002,data,1,0,1,1,21.7,23.6,us-east-1
100000000000,business-unit-01,us-east-1,RDS,aws_rds_resource,rds-01-0003,security,1,0,1,1,28.21,34.9,us-east-1
100000000000,business-unit-01,ap-southeast-1,Lambda,aws_lambda_resource,lambda-01-0004,customer-apps,1,0,1,1,36.76,41.19,us-east-1
100000000000,business-unit-01,us-east-1,EKS,aws_eks_resource,eks-01-0005,internal-tools,1,0,1,1,42.05,32.81,us-east-1
100000000000,business-unit-01,ap-southeast-1,CloudFront,aws_cloudfront_resource,cloudfront-01-0006,platform,1,0,1,1,56.66,28.85,us-east-1
100000000000,business-unit-01,us-east-1,EC2,aws_ec2_resource,ec2-01-0007,data,1,0,1,1,56.77,40.07,us-east-1
100000000000,business-unit-01,ap-southeast-1,S3,aws_s3_resource,s3-01-0008,security,1,0,1,1,67.29,36.57,us-east-1
100000000000,business-unit-01,us-east-1,RDS,aws_rds_resource,rds-01-0009,customer-apps,1,0,1,1,76.64,41.55,us-east-1
100000000000,business-unit-01,ap-southeast-1,Lambda,aws_lambda_resource,lambda-01-0010,internal-tools,0,0,1,1,82.64,35.56,us-east-1
100000000000,business-unit-01,us-east-1,EKS,aws_eks_resource,eks-01-0011,platform,1,0,1,1,84.64,37.56,us-east-1
100000000000,business-unit-01,ap-southeast-1,CloudFront,aws_cloudfront_resource,cloudfront-01-0012,data,1,0,1,1,17.92,37.19,us-east-1
100000000000,business-unit-01,us-east-1,EC2,aws_ec2_resource,ec2-01-0013,security,1,0,1,1,29.49,46.18,us-east-1
100000000000,business-unit-01,ap-southeast-1,S3,aws_s3_resource,s3-01-0014,customer-apps,1,0,1,1,30.31,54.79,us-east-1
100000000000,business-unit-01,us-east-1,RDS,aws_rds_resource,rds-01-0015,internal-tools,1,0,1,1,40.46,51.52,us-east-1
100000000000,business-unit-01,ap-southeast-1,Lambda,aws_lambda_resource,lambda-01-0016,platform,0,0,1,1,44.83,43.31,us-east-1
100000000000,business-unit-01,us-east-1,EKS,aws_eks_resource,eks-01-0017,data,1,0,1,1,51.69,44.29,us-east-1
100000000000,business-unit-01,ap-southeast-1,CloudFront,aws_cloudfront_resource,cloudfront-01-0018,security,1,0,1,1,60.17,48.18,us-east-1
100000000000,business-unit-01,us-east-1,EC2,aws_ec2_resource,ec2-01-0019,customer-apps,1,0,1,1,66.12,51.23,us-east-1
100000000000,business-unit-01,ap-southeast-1,S3,aws_s3_resource,s3-01-0020,internal-tools,1,0,1,1,78.18,45.39,us-east-1
100000000000,business-unit-01,us-east-1,RDS,aws_rds_resource,rds-01-0021,platform,0,0,1,0,82.08,44.19,us-east-1
100000000000,business-unit-01,ap-southeast-1,Lambda,aws_lambda_resource,lambda-01-0022,data,0,0,1,1,88.38,50.63,us-east-1
100000000000,business-unit-01,us-east-1,EKS,aws_eks_resource,eks-01-0023,security,1,0,1,1,20.23,44.23,us-east-1
100000000000,business-unit-01,ap-southeast-1,CloudFront,aws_cloudfront_resource,cloudfront-01-0024,customer-apps,1,0,1,1,27.3,57.82,us-east-1
100000000000,business-unit-01,us-east-1,EC2,aws_ec2_resource,ec2-01-0025,internal-tools,1,0,1,1,30.89,55.07,us-east-1
100000000000,business-unit-01,ap-southeast-1,S3,aws_s3_resource,s3-01-0026,platform,1,0,1,1,39.11,50.57,us-east-1
100000000000,business-unit-01,us-east-1,RDS,aws_rds_resource,rds-01-0027,data,1,0,1,1,50.96,60.18,us-east-1
100000000000,business-unit-01,ap-southeast-1,Lambda,aws_lambda_resource,lambda-01-0028,security,1,0,1,1,52.22,59.79,us-east-1
100000000000,business-unit-01,us-east-1,EKS,aws_eks_resource,eks-01-0029,customer-apps,0,0,1,1,64.23,56.48,us-east-1
100000000000,business-unit-01,ap-southeast-1,CloudFront,aws_cloudfront_resource,cloudfront-01-0030,internal-tools,1,0,1,1,72.03,57.15,us-east-1
100000000000,business-unit-01,us-east-1,EC2,aws_ec2_resource,ec2-01-0031,platform,1,0,1,1,72.46,70.94,us-east-1
100000000000,business-unit-01,ap-southeast-1,S3,aws_s3_resource,s3-01-0032,data,1,0,1,1,79.55,68.32,us-east-1
100000000000,business-unit-01,us-east-1,RDS,aws_rds_resource,rds-01-0033,security,1,0,1,1,89.8,71.45,us-east-1
100000000000,business-unit-01,ap-southeast-1,Lambda,aws_lambda_resource,lambda-01-0034,customer-apps,1,0,1,1,20.39,65.79,us-east-1
100000000000,business-unit-01,us-east-1,EKS,aws_eks_resource,eks-01-0035,internal-tools,1,0,1,1,25.61,69.0,us-east-1
100000000000,business-unit-01,ap-southeast-1,CloudFront,aws_cloudfront_resource,cloudfront-01-0036,platform,1,0,1,1,35.14,61.49,us-east-1
100000000000,business-unit-01,us-east-1,EC2,aws_ec2_resource,ec2-01-0037,data,1,0,1,1,40.7,62.6,us-east-1
100000000000,business-unit-01,ap-southeast-1,S3,aws_s3_resource,s3-01-0038,security,1,0,0,1,50.05,77.11,us-east-1
100000000000,business-unit-01,us-east-1,RDS,aws_rds_resource,rds-01-0039,customer-apps,1,0,0,1,53.9,62.65,us-east-1
100000000000,business-unit-01,ap-southeast-1,Lambda,aws_lambda_resource,lambda-01-0040,internal-tools,1,0,1,1,63.57,76.69,us-east-1
100000000000,business-unit-01,us-east-1,EKS,aws_eks_resource,eks-01-0041,platform,1,0,1,1,72.46,70.62,us-east-1
100000000000,business-unit-01,ap-southeast-1,CloudFront,aws_cloudfront_resource,cloudfront-01-0042,data,1,0,1,1,76.74,76.47,us-east-1
100000000000,business-unit-01,us-east-1,EC2,aws_ec2_resource,ec2-01-0043,security,1,0,1,1,87.87,72.05,us-east-1
100000000000,business-unit-01,ap-southeast-1,S3,aws_s3_resource,s3-01-0044,customer-apps,1,0,1,1,88.99,73.97,us-east-1
100000000000,business-unit-01,us-east-1,RDS,aws_rds_resource,rds-01-0045,internal-tools,1,0,1,1,20.23,74.86,us-east-1
100000000000,business-unit-01,ap-southeast-1,Lambda,aws_lambda_resource,lambda-01-0046,platform,0,0,1,1,29.4,86.99,us-east-1
100000000000,business-unit-01,us-east-1,EKS,aws_eks_resource,eks-01-0047,data,1,0,1,1,39.75,71.33,us-east-1
100000000000,business-unit-01,ap-southeast-1,CloudFront,aws_cloudfront_resource,cloudfront-01-0048,security,1,0,1,1,40.71,70.17,us-east-1
100000000000,business-unit-01,us-east-1,EC2,aws_ec2_resource,ec2-01-0049,customer-apps,1,0,1,1,49.03,75.3,us-east-1
100000000000,business-unit-01,ap-southeast-1,S3,aws_s3_resource,s3-01-0050,internal-tools,1,0,1,1,56.38,90.91,us-east-1
100000000000,business-unit-01,us-east-1,RDS,aws_rds_resource,rds-01-0051,platform,1,0,1,1,65.75,91.37,us-east-1
100000000000,business-unit-01,ap-southeast-1,Lambda,aws_lambda_resource,lambda-01-0052,data,1,0,1,1,71.63,87.96,us-east-1
100000000000,business-unit-01,us-east-1,EKS,aws_eks_resource,eks-01-0053,security,1,0,1,1,74.46,91.05,us-east-1
100000000000,business-unit-01,ap-southeast-1,CloudFront,aws_cloudfront_resource,cloudfront-01-0054,customer-apps,0,0,1,1,88.69,78.72,us-east-1
100000000000,business-unit-01,us-east-1,EC2,aws_ec2_resource,ec2-01-0055,internal-tools,1,0,1,1,93.4,78.4,us-east-1
100000000000,business-unit-01,ap-southeast-1,S3,aws_s3_resource,s3-01-0056,platform,1,0,1,1,23.76,85.38,us-east-1
100000000000,business-unit-01,us-east-1,RDS,aws_rds_resource,rds-01-0057,data,1,0,1,1,30.18,92.32,us-east-1
100000000000,business-unit-01,ap-southeast-1,Lambda,aws_lambda_resource,lambda-01-0058,security,1,0,1,1,34.91,92.43,us-east-1
100000000000,business-unit-01,us-east-1,EKS,aws_eks_resource,eks-01-0059,customer-apps,1,0,1,1,42.4,81.45,us-east-1
100000000000,business-unit-01,ap-southeast-1,CloudFront,aws_cloudfront_resource,cloudfront-01-0060,internal-tools,1,0,1,1,54.99,82.47,us-east-1
100000000000,business-unit-01,us-east-1,EC2,aws_ec2_resource,ec2-01-0061,platform,1,0,1,1,55.71,100.67,us-east-1
100000000000,business-unit-01,ap-southeast-1,S3,aws_s3_resource,s3-01-0062,data,1,0,1,1,63.96,99.67,us-east-1
100000000000,business-unit-01,us-east-1,RDS,aws_rds_resource,rds-01-0063,security,1,0,1,1,72.89,84.16,us-east-1
100000000000,business-unit-01,ap-southeast-1,Lambda,aws_lambda_resource,lambda-01-0064,customer-apps,1,0,1,1,81.54,98.27,us-east-1
100000000000,business-unit-01,us-east-1,EKS,aws_eks_resource,eks-01-0065,internal-tools,1,0,1,0,89.51,88.14,us-east-1
100000000000,business-unit-01,ap-southeast-1,CloudFront,aws_cloudfront_resource,cloudfront-01-0066,platform,1,0,1,1,93.84,91.07,us-east-1
100000000000,business-unit-01,us-east-1,EC2,aws_ec2_resource,ec2-01-0067,data,1,0,1,1,25.07,97.77,us-east-1
100000000000,business-unit-01,ap-southeast-1,S3,aws_s3_resource,s3-01-0068,security,1,0,1,1,27.74,94.53,us-east-1
100000000000,business-unit-01,us-east-1,RDS,aws_rds_resource,rds-01-0069,customer-apps,1,0,0,1,40.17,104.82,us-east-1
100000000000,business-unit-01,ap-southeast-1,Lambda,aws_lambda_resource,lambda-01-0070,internal-tools,0,0,1,1,44.42,92.5,us-east-1
100000000000,business-unit-01,us-east-1,EKS,aws_eks_resource,eks-01-0071,platform,1,0,1,1,55.23,103.65,us-east-1
100000000000,business-unit-01,ap-southeast-1,CloudFront,aws_cloudfront_resource,cloudfront-01-0072,data,1,0,1,1,56.02,110.98,us-east-1
100000000000,business-unit-01,us-east-1,EC2,aws_ec2_resource,ec2-01-0073,security,1,0,1,1,68.37,111.98,us-east-1
100000000000,business-unit-01,ap-southeast-1,S3,aws_s3_resource,s3-01-0074,customer-apps,1,0,1,1,69.82,112.68,us-east-1
100000000000,business-unit-01,us-east-1,RDS,aws_rds_resource,rds-01-0075,internal-tools,1,0,1,1,80.97,113.29,us-east-1
100000000000,business-unit-01,ap-southeast-1,Lambda,aws_lambda_resource,lambda-01-0076,platform,1,0,1,1,90.81,114.63,us-east-1
100000000000,business-unit-01,us-east-1,EKS,aws_eks_resource,eks-01-0077,data,1,0,1,1,14.2,116.62,us-east-1
100000000000,business-unit-01,ap-southeast-1,CloudFront,aws_cloudfront_resource,cloudfront-01-0078,security,1,0,1,1,27.49,114.75,us-east-1
100000000000,business-unit-01,us-east-1,EC2,aws_ec2_resource,ec2-01-0079,customer-apps,1,0,1,1,28.86,117.17,us-east-1
100000000000,business-unit-01,ap-southeast-1,S3,aws_s3_resource,s3-01-0080,internal-tools,1,0,1,1,38.68,116.91,us-east-1
100000000000,business-unit-01,us-east-1,RDS,aws_rds_resource,rds-01-0081,platform,1,0,1,1,42.19,119.29,us-east-1
100000000000,business-unit-01,ap-southeast-1,Lambda,aws_lambda_resource,lambda-01-0082,data,1,0,1,1,56.74,115.83,us-east-1
100000000000,business-unit-01,us-east-1,EKS,aws_eks_resource,eks-01-0083,security,1,0,1,1,59.2,122.78,us-east-1
100000000000,business-unit-01,ap-southeast-1,CloudFront,aws_cloudfront_resource,cloudfront-01-0084,customer-apps,1,0,1,1,70.76,124.25,us-east-1
100000000000,business-unit-01,us-east-1,EC2,aws_ec2_resource,ec2-01-0085,internal-tools,1,0,1,1,72.12,114.69,us-east-1
100000000000,business-unit-01,ap-southeast-1,S3,aws_s3_resource,s3-01-0086,platform,1,0,1,1,81.85,114.7,us-east-1
